dates_start,dates_end,mean,err_pos,err_neg,sd_pos,sd_neg,region,metric
-1000.0,-900.0,3.6666666666666665,4.153333333333333,3.3400000000000003,3.95534180126148,3.3779915320718534,Anatolia & the Caucasus,Overall
-900.0,-800.0,3.6833333333333327,4.0,3.3400000000000003,3.9856392857869505,3.381027380879715,Anatolia & the Caucasus,Overall
-800.0,-700.0,3.641666666666667,4.16,3.013333333333333,4.119726983642116,3.1636063496912183,Anatolia & the Caucasus,Overall
-700.0,-600.0,3.45,4.166666666666667,2.8333333333333335,4.12515430335097,2.7748456966490305,Anatolia & the Caucasus,Overall
-600.0,-500.0,4.791666666666667,5.166666666666667,4.506666666666667,5.235372650399138,4.347960682934196,Anatolia & the Caucasus,Overall
-500.0,-400.0,4.841666666666667,5.333333333333333,4.346666666666667,5.323200673773123,4.360132659560211,Anatolia & the Caucasus,Overall
-400.0,-300.0,4.941666666666666,5.333333333333333,4.5,5.416812843004948,4.466520490328385,Anatolia & the Caucasus,Overall
-300.0,-200.0,4.841666666666668,5.166666666666667,4.5,5.280968511769908,4.4023648215634275,Anatolia & the Caucasus,Overall
-200.0,-100.0,5.491666666666666,6.0,4.84,6.098285254505113,4.88504807882822,Anatolia & the Caucasus,Overall
-100.0,0.0,6.1916666666666655,6.66,5.833333333333333,6.607582657115591,5.77575067621774,Anatolia & the Caucasus,Overall
0.0,100.0,5.658333333333333,5.833333333333333,5.34,6.001824397425416,5.31484226924125,Anatolia & the Caucasus,Overall
100.0,200.0,5.616666666666666,6.166666666666667,5.006666666666667,6.270926214213017,4.962407119120315,Anatolia & the Caucasus,Overall
200.0,300.0,4.05,4.66,3.6666666666666665,4.544694069321861,3.5553059306781387,Anatolia & the Caucasus,Overall
300.0,400.0,4.875,5.66,4.180000000000001,5.47331940559463,4.27668059440537,Anatolia & the Caucasus,Overall
400.0,500.0,3.9916666666666663,4.66,3.1866666666666665,4.562910436387129,3.420422896946204,Anatolia & the Caucasus,Overall
500.0,600.0,3.9333333333333327,4.486666666666666,3.3400000000000003,4.658668504899631,3.2079981617670343,Anatolia & the Caucasus,Overall
600.0,700.0,3.508333333333333,4.166666666666667,2.6799999999999997,4.126293688048747,2.890372978617919,Anatolia & the Caucasus,Overall
700.0,800.0,4.2333333333333325,4.819999999999999,3.8333333333333335,4.68178746823579,3.7848791984308754,Anatolia & the Caucasus,Overall
800.0,900.0,4.975,5.333333333333333,4.666666666666667,5.423066835292335,4.526933164707664,Anatolia & the Caucasus,Overall
900.0,1000.0,5.016666666666667,5.493333333333333,4.666666666666667,5.510798902679119,4.522534430654214,Anatolia & the Caucasus,Overall
1000.0,1100.0,4.333333333333334,4.826666666666666,3.8333333333333335,4.8524137167465815,3.814252949920086,Anatolia & the Caucasus,Overall
1100.0,1200.0,4.225,4.819999999999999,3.84,4.74213688280334,3.707863117196659,Anatolia & the Caucasus,Overall
1200.0,1300.0,2.8,3.0,2.6666666666666665,3.1358240279934977,2.464175972006502,Anatolia & the Caucasus,Overall
1300.0,1400.0,4.341666666666667,4.66,4.0,4.808556494261048,3.8747768390722857,Anatolia & the Caucasus,Overall
1400.0,1500.0,5.816666666666667,6.333333333333333,5.506666666666667,6.396177955023791,5.237155378309543,Anatolia & the Caucasus,Overall
1500.0,1600.0,6.425000000000002,6.666666666666667,6.0,6.929080571161222,5.920919428838781,Anatolia & the Caucasus,Overall
1600.0,1700.0,4.691666666666666,5.0,4.34,5.013445576271796,4.369887757061536,Anatolia & the Caucasus,Overall
1700.0,1800.0,3.875,4.326666666666666,3.506666666666667,4.216056365494685,3.533943634505315,Anatolia & the Caucasus,Overall
1800.0,1900.0,3.9583333333333335,4.5,3.3400000000000003,4.558969570076413,3.357697096590254,Anatolia & the Caucasus,Overall
1900.0,2000.0,4.558333333333334,5.333333333333333,4.0,5.237947194286742,3.878719472379924,Anatolia & the Caucasus,Overall
2000.0,2025.0,6.224999999999999,6.333333333333333,6.006666666666667,6.417028643696714,6.032971356303284,Anatolia & the Caucasus,Overall
-1000.0,-900.0,4.25,5.0,4.0,4.68301270189222,3.816987298107781,Anatolia & the Caucasus,Subset: Culture & Lesure
-900.0,-800.0,4.4,5.0,4.0,4.889897948556636,3.910102051443365,Anatolia & the Caucasus,Subset: Culture & Lesure
-800.0,-700.0,4.65,5.0,4.0,5.4421489758877435,3.857851024112257,Anatolia & the Caucasus,Subset: Culture & Lesure
-700.0,-600.0,4.35,5.0,3.04,5.259670269933013,3.4403297300669866,Anatolia & the Caucasus,Subset: Culture & Lesure
-600.0,-500.0,5.5,6.0,5.0,6.091607978309962,4.908392021690038,Anatolia & the Caucasus,Subset: Culture & Lesure
-500.0,-400.0,6.05,6.959999999999999,6.0,6.63949130612758,5.46050869387242,Anatolia & the Caucasus,Subset: Culture & Lesure
-400.0,-300.0,6.75,7.0,6.0,7.18301270189222,6.31698729810778,Anatolia & the Caucasus,Subset: Culture & Lesure
-300.0,-200.0,6.7,7.0,6.0,7.158257569495584,6.2417424305044165,Anatolia & the Caucasus,Subset: Culture & Lesure
-200.0,-100.0,6.6,7.0,6.0,7.089897948556636,6.110102051443364,Anatolia & the Caucasus,Subset: Culture & Lesure
-100.0,0.0,7.2,8.0,7.0,7.709901951359279,6.6900980486407216,Anatolia & the Caucasus,Subset: Culture & Lesure
0.0,100.0,7.05,7.0,7.0,7.43405728739343,6.66594271260657,Anatolia & the Caucasus,Subset: Culture & Lesure
100.0,200.0,7.15,8.0,7.0,7.72227615711298,6.57772384288702,Anatolia & the Caucasus,Subset: Culture & Lesure
200.0,300.0,5.9,6.0,5.0,6.52449979983984,5.2755002001601605,Anatolia & the Caucasus,Subset: Culture & Lesure
300.0,400.0,6.6,7.0,6.0,7.089897948556636,6.110102051443364,Anatolia & the Caucasus,Subset: Culture & Lesure
400.0,500.0,5.75,6.0,5.0,6.448212002188447,5.051787997811553,Anatolia & the Caucasus,Subset: Culture & Lesure
500.0,600.0,5.65,6.0,5.0,6.303834841531101,4.9961651584689,Anatolia & the Caucasus,Subset: Culture & Lesure
600.0,700.0,5.4,6.0,4.04,6.260232526704263,4.539767473295738,Anatolia & the Caucasus,Subset: Culture & Lesure
700.0,800.0,6.4,7.0,6.0,7.06332495807108,5.736675041928921,Anatolia & the Caucasus,Subset: Culture & Lesure
800.0,900.0,6.9,7.0,6.0,7.52449979983984,6.2755002001601605,Anatolia & the Caucasus,Subset: Culture & Lesure
900.0,1000.0,6.8,7.0,7.0,7.3099019513592784,6.290098048640721,Anatolia & the Caucasus,Subset: Culture & Lesure
1000.0,1100.0,6.6,7.0,6.0,7.460232526704262,5.739767473295737,Anatolia & the Caucasus,Subset: Culture & Lesure
1100.0,1200.0,6.55,7.0,6.0,7.414580823289529,5.685419176710471,Anatolia & the Caucasus,Subset: Culture & Lesure
1200.0,1300.0,5.0,6.0,4.0,5.707106781186548,4.292893218813452,Anatolia & the Caucasus,Subset: Culture & Lesure
1300.0,1400.0,6.35,7.0,6.0,7.0038348415311,5.696165158468899,Anatolia & the Caucasus,Subset: Culture & Lesure
1400.0,1500.0,7.45,8.0,7.0,8.03949130612758,6.86050869387242,Anatolia & the Caucasus,Subset: Culture & Lesure
1500.0,1600.0,8.1,8.0,8.0,8.4,7.8,Anatolia & the Caucasus,Subset: Culture & Lesure
1600.0,1700.0,6.75,7.0,6.0,7.18301270189222,6.31698729810778,Anatolia & the Caucasus,Subset: Culture & Lesure
1700.0,1800.0,5.9,6.0,5.04,6.438516480713451,5.3614835192865495,Anatolia & the Caucasus,Subset: Culture & Lesure
1800.0,1900.0,5.9,6.0,5.04,6.6000000000000005,5.2,Anatolia & the Caucasus,Subset: Culture & Lesure
1900.0,2000.0,6.55,7.0,6.0,7.13949130612758,5.96050869387242,Anatolia & the Caucasus,Subset: Culture & Lesure
2000.0,2025.0,7.7,8.0,7.0,8.158257569495584,7.241742430504416,Anatolia & the Caucasus,Subset: Culture & Lesure
-1000.0,-900.0,3.0,3.0,3.0,3.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-900.0,-800.0,3.6,4.0,3.0,4.089897948556636,3.1101020514433646,Anatolia & the Caucasus,Subset: Economic Opportunity
-800.0,-700.0,3.55,4.0,3.0,4.0474937185533095,3.0525062814466897,Anatolia & the Caucasus,Subset: Economic Opportunity
-700.0,-600.0,3.5,4.0,3.0,4.091607978309962,2.9083920216900383,Anatolia & the Caucasus,Subset: Economic Opportunity
-600.0,-500.0,4.85,5.0,4.04,5.326969600708472,4.373030399291527,Anatolia & the Caucasus,Subset: Economic Opportunity
-500.0,-400.0,4.85,5.0,4.04,5.326969600708472,4.373030399291527,Anatolia & the Caucasus,Subset: Economic Opportunity
-400.0,-300.0,5.2,6.0,5.0,5.8,4.6000000000000005,Anatolia & the Caucasus,Subset: Economic Opportunity
-300.0,-200.0,5.1,5.959999999999999,5.0,5.6385164807134505,4.561483519286549,Anatolia & the Caucasus,Subset: Economic Opportunity
-200.0,-100.0,5.8,6.0,5.0,6.3999999999999995,5.2,Anatolia & the Caucasus,Subset: Economic Opportunity
-100.0,0.0,6.4,7.0,6.0,6.889897948556636,5.910102051443364,Anatolia & the Caucasus,Subset: Economic Opportunity
0.0,100.0,5.95,6.0,6.0,6.33405728739343,5.56594271260657,Anatolia & the Caucasus,Subset: Economic Opportunity
100.0,200.0,5.9,6.0,5.0,6.52449979983984,5.2755002001601605,Anatolia & the Caucasus,Subset: Economic Opportunity
200.0,300.0,4.4,5.0,4.0,4.98309518948453,3.8169048105154704,Anatolia & the Caucasus,Subset: Economic Opportunity
300.0,400.0,5.05,6.0,4.04,5.718954408012983,4.381045591987017,Anatolia & the Caucasus,Subset: Economic Opportunity
400.0,500.0,4.25,5.0,4.0,4.948212002188447,3.551787997811553,Anatolia & the Caucasus,Subset: Economic Opportunity
500.0,600.0,4.15,4.959999999999999,4.0,4.9421489758877435,3.357851024112257,Anatolia & the Caucasus,Subset: Economic Opportunity
600.0,700.0,3.75,4.959999999999999,3.0,4.516485485837794,2.9835145141622053,Anatolia & the Caucasus,Subset: Economic Opportunity
700.0,800.0,4.55,5.0,4.0,5.218954408012983,3.881045591987017,Anatolia & the Caucasus,Subset: Economic Opportunity
800.0,900.0,5.15,6.0,5.0,5.72227615711298,4.57772384288702,Anatolia & the Caucasus,Subset: Economic Opportunity
900.0,1000.0,5.25,6.0,5.0,5.78619026473818,4.71380973526182,Anatolia & the Caucasus,Subset: Economic Opportunity
1000.0,1100.0,4.75,5.959999999999999,4.0,5.516485485837794,3.9835145141622057,Anatolia & the Caucasus,Subset: Economic Opportunity
1100.0,1200.0,4.8,5.0,4.0,5.548331477354788,4.051668522645212,Anatolia & the Caucasus,Subset: Economic Opportunity
1200.0,1300.0,3.05,3.0,3.0,3.54749371855331,2.5525062814466897,Anatolia & the Caucasus,Subset: Economic Opportunity
1300.0,1400.0,4.6,5.0,4.0,5.183095189484529,4.01690481051547,Anatolia & the Caucasus,Subset: Economic Opportunity
1400.0,1500.0,6.15,7.0,6.0,6.72227615711298,5.57772384288702,Anatolia & the Caucasus,Subset: Economic Opportunity
1500.0,1600.0,6.95,7.0,7.0,7.447493718553311,6.45250628144669,Anatolia & the Caucasus,Subset: Economic Opportunity
1600.0,1700.0,5.05,5.0,5.0,5.43405728739343,4.66594271260657,Anatolia & the Caucasus,Subset: Economic Opportunity
1700.0,1800.0,4.15,4.959999999999999,4.0,4.626969600708473,3.673030399291528,Anatolia & the Caucasus,Subset: Economic Opportunity
1800.0,1900.0,4.45,5.0,4.0,5.189932429347437,3.710067570652563,Anatolia & the Caucasus,Subset: Economic Opportunity
1900.0,2000.0,5.35,6.0,5.0,6.0038348415311,4.696165158468899,Anatolia & the Caucasus,Subset: Economic Opportunity
2000.0,2025.0,6.9,7.0,7.0,7.2,6.6000000000000005,Anatolia & the Caucasus,Subset: Economic Opportunity
-1000.0,-900.0,2.65,3.959999999999999,2.0,3.4421489758877426,1.8578510241122572,Anatolia & the Caucasus,Subset: Equality
-900.0,-800.0,2.9,3.0,2.04,3.4385164807134503,2.3614835192865495,Anatolia & the Caucasus,Subset: Equality
-800.0,-700.0,2.9,3.959999999999999,2.0,3.5999999999999996,2.2,Anatolia & the Caucasus,Subset: Equality
-700.0,-600.0,2.7,3.959999999999999,2.0,3.4810249675906655,1.9189750324093349,Anatolia & the Caucasus,Subset: Equality
-600.0,-500.0,3.85,4.959999999999999,3.0,4.642148975887743,3.0578510241122574,Anatolia & the Caucasus,Subset: Equality
-500.0,-400.0,3.85,4.959999999999999,3.0,4.576291952316698,3.1237080476833023,Anatolia & the Caucasus,Subset: Equality
-400.0,-300.0,3.85,4.0,3.0,4.503834841531101,3.196165158468899,Anatolia & the Caucasus,Subset: Equality
-300.0,-200.0,3.8,4.0,3.0,4.478232998312526,3.121767001687473,Anatolia & the Caucasus,Subset: Equality
-200.0,-100.0,4.3,5.0,4.0,5.081024967590666,3.5189750324093345,Anatolia & the Caucasus,Subset: Equality
-100.0,0.0,4.85,5.0,4.0,5.42227615711298,4.27772384288702,Anatolia & the Caucasus,Subset: Equality
0.0,100.0,4.55,5.0,4.0,5.13949130612758,3.96050869387242,Anatolia & the Caucasus,Subset: Equality
100.0,200.0,4.55,5.0,4.0,5.354673846971554,3.7453261530284454,Anatolia & the Caucasus,Subset: Equality
200.0,300.0,3.25,4.0,3.0,3.948212002188447,2.551787997811553,Anatolia & the Caucasus,Subset: Equality
300.0,400.0,4.05,5.0,3.0,4.789932429347437,3.310067570652562,Anatolia & the Caucasus,Subset: Equality
400.0,500.0,3.2,4.0,3.0,3.878232998312527,2.521767001687474,Anatolia & the Caucasus,Subset: Equality
500.0,600.0,3.25,4.0,3.0,4.0791561975888495,2.42084380241115,Anatolia & the Caucasus,Subset: Equality
600.0,700.0,2.8,3.959999999999999,2.0,3.5483314773547883,2.0516685226452114,Anatolia & the Caucasus,Subset: Equality
700.0,800.0,3.25,4.0,3.0,3.78619026473818,2.71380973526182,Anatolia & the Caucasus,Subset: Equality
800.0,900.0,3.9,4.0,3.0,4.524499799839839,3.27550020016016,Anatolia & the Caucasus,Subset: Equality
